series,horizon,median,pi80_lo,pi80_hi,pi90_lo,pi90_hi
gurkor,80,13.798031872875304,13.096176426341184,14.519982119434982,12.867975730390649,14.798086145621701
gurkor,81,13.793137907866269,13.099250015715771,14.52824879248397,12.846970308295445,14.795378504517691
gurkor,82,13.791539639038554,13.103873503526618,14.541668777788496,12.841677674218316,14.842351028462044
gurkor,83,13.79460603077096,13.091643539066586,14.548404557182067,12.838154364074416,14.851955092998109
gurkor,84,13.794458591921032,13.083081304691667,14.556698284259145,12.832350929036028,14.841127078423755
gurkor,85,13.795963119512326,13.061577298434923,14.562514414297322,12.82464485574091,14.870813537094092
gurkor,86,13.795681748108837,13.055803438961085,14.58001230428108,12.820168909042337,14.864405006396751
gurkor,87,13.793816484719766,13.067148372545253,14.588933498156313,12.823392227618431,14.894531004692961
gurkor,88,13.796798038071493,13.046331611002765,14.584970038276035,12.80699949378533,14.876003586350492
gurkor,89,13.80024691155642,13.045470118351178,14.587331449532481,12.795962933090843,14.906211491412567
gurkor,90,13.799275669851347,13.022749000488782,14.607009886584422,12.792291528180147,14.927275705019992
gurkor,91,13.79624314443312,13.028133874691427,14.605780076451882,12.769249723811352,14.937232198194643
gurkor,92,13.79000903512431,13.028499915131585,14.616143581065725,12.754186684452081,14.944242690516319
gurkor,93,13.799473739684156,13.016758737080925,14.622073778471071,12.750818883969286,14.969413641207755
gurkor,94,13.799676401233395,13.00506382748651,14.661478282354706,12.730044099826747,14.98301871373658
gurkor,95,13.793503056435373,12.992661320263634,14.648517025796375,12.714686908386717,14.977044842086285
gurkor,96,13.80037033268075,12.97524066170123,14.660193998374169,12.709893302673386,14.963691391566197
gurkor,97,13.795171260079725,12.956259629673863,14.668313572270224,12.691631577746746,14.987836345023812
gurkor,98,13.79456594826055,12.955353317799927,14.684119677831825,12.676728165060338,15.011379304468237
gurkor,99,13.791301194194158,12.942994110452398,14.69322118956527,12.674842140563157,15.021301525264022
gurkor,100,13.791595506859352,12.935032636834853,14.699991704723152,12.66981447218312,15.030028709895351
gurkor,101,13.79357635629799,12.929527366258196,14.7030560872996,12.63048281032888,15.049708780544462
gurkor,102,13.789044894911314,12.927357639341428,14.708397356266698,12.637788834750399,15.057233829675056
gurkor,103,13.782528252357995,12.905311444742173,14.711597259640053,12.621601440528783,15.06067518911362
gurkor,104,13.78235309532504,12.902592543933627,14.746022256699082,12.613921271466042,15.073222196489505
gurkor,105,13.778860671960306,12.886069873650477,14.74286892351735,12.60972818405043,15.080516520973493
gurkor,106,13.779065486143182,12.868633197058235,14.75316882323856,12.581637715858502,15.110019407421175
gurkor,107,13.788531727920446,12.875344644370399,14.77298591739363,12.576384750925008,15.129972247403185
gurkor,108,13.791324995843368,12.871236719474567,14.782654298557045,12.562036623091258,15.127336693858915
gurkor,109,13.791024437876054,12.88008173464325,14.792516204440867,12.555049169565143,15.133325539022499
gurkor,110,13.782707302518173,12.870004332878114,14.793248533942979,12.560902173519976,15.149524111805007
gurkor,111,13.787087373745589,12.859705091057986,14.80721374416331,12.5435111688308,15.151542793827753
gurkor,112,13.784071232599981,12.859167699377553,14.811822212058237,12.51971667332612,15.159910762664005
